Gene stable ID	Gene stable ID version	Gene name	Gene Synonym	Gene type	Chromosome/scaffold name
ENSGALG00000033301	ENSGALG00000033301.2	DCAF1		protein_coding	12
ENSGALG00000015864	ENSGALG00000015864.6	IBTK		protein_coding	3
ENSGALG00000046650	ENSGALG00000046650.2			protein_coding	4
ENSGALG00000014331	ENSGALG00000014331.6	FKBP4		protein_coding	1
ENSGALG00000028083	ENSGALG00000028083.3	THSD1		protein_coding	1
ENSGALG00000029329	ENSGALG00000029329.3	POU3F4		protein_coding	4
ENSGALG00000033226	ENSGALG00000033226.2	FAM107B		protein_coding	1
ENSGALG00000032257	ENSGALG00000032257.3	CSNK1E		protein_coding	1
ENSGALG00000014954	ENSGALG00000014954.5	ZNF518B		protein_coding	4
ENSGALG00000017029	ENSGALG00000017029.6			protein_coding	1
ENSGALG00000007110	ENSGALG00000007110.6			protein_coding	4
ENSGALG00000025561	ENSGALG00000025561.2	gga-mir-1643		miRNA	11
ENSGALG00000029017	ENSGALG00000029017.3	ZNRF1		protein_coding	11
ENSGALG00000048399	ENSGALG00000048399.1			pseudogene	11
ENSGALG00000009574	ENSGALG00000009574.3	IL12A		protein_coding	9
ENSGALG00000028023	ENSGALG00000028023.4	LRRC74B		protein_coding	15
ENSGALG00000007118	ENSGALG00000007118.6			protein_coding	4
ENSGALG00000012272	ENSGALG00000012272.5	TMEM184B		protein_coding	1
ENSGALG00000014957	ENSGALG00000014957.7	WDR1		protein_coding	4
ENSGALG00000015264	ENSGALG00000015264.6	PPIP5K2		protein_coding	Z
ENSGALG00000005298	ENSGALG00000005298.6			protein_coding	17
ENSGALG00000046107	ENSGALG00000046107.2			protein_coding	11
ENSGALG00000036284	ENSGALG00000036284.2	RPGR		protein_coding	1
ENSGALG00000030417	ENSGALG00000030417.3	PDC		protein_coding	8
ENSGALG00000031426	ENSGALG00000031426.3	TMBIM6		protein_coding	33
ENSGALG00000041907	ENSGALG00000041907.2	CDK5R1		protein_coding	27
ENSGALG00000000038	ENSGALG00000000038.6	CTRB2		protein_coding	11
ENSGALG00000014432	ENSGALG00000014432.7	RPS20		protein_coding	2
ENSGALG00000024112	ENSGALG00000024112.4	PSMD11		protein_coding	27
ENSGALG00000010707	ENSGALG00000010707.5	GPR68		protein_coding	5
ENSGALG00000012277	ENSGALG00000012277.4	MAFF		protein_coding	1
ENSGALG00000035201	ENSGALG00000035201.2	HSPA14		protein_coding	1
ENSGALG00000042895	ENSGALG00000042895.2	BCAR1		protein_coding	11
ENSGALG00000025635	ENSGALG00000025635.2			snoRNA	2
ENSGALG00000049105	ENSGALG00000049105.1			protein_coding	5
ENSGALG00000002204	ENSGALG00000002204.6	SLC7A4		protein_coding	15
ENSGALG00000049488	ENSGALG00000049488.1	gga-mir-12246		miRNA	21
ENSGALG00000039468	ENSGALG00000039468.2			protein_coding	9
ENSGALG00000006068	ENSGALG00000006068.6	TNRC6A		protein_coding	14
ENSGALG00000007123	ENSGALG00000007123.7			protein_coding	4
ENSGALG00000043816	ENSGALG00000043816.2			protein_coding	21
ENSGALG00000052251	ENSGALG00000052251.1			protein_coding	33
ENSGALG00000015407	ENSGALG00000015407.6	PLAG1		protein_coding	2
ENSGALG00000017031	ENSGALG00000017031.6			protein_coding	1
ENSGALG00000035916	ENSGALG00000035916.2	SHANK2		protein_coding	5
ENSGALG00000043100	ENSGALG00000043100.2	SRPX		protein_coding	1
ENSGALG00000054176	ENSGALG00000054176.1			protein_coding	33
ENSGALG00000040109	ENSGALG00000040109.2	LARP1		protein_coding	13
ENSGALG00000038780	ENSGALG00000038780.2	PRDM2		protein_coding	21
ENSGALG00000043676	ENSGALG00000043676.3			protein_coding	2
ENSGALG00000026152	ENSGALG00000026152.3			protein_coding	12
ENSGALG00000004947	ENSGALG00000004947.6	POLR3A		protein_coding	6
ENSGALG00000034502	ENSGALG00000034502.3	SCD5		protein_coding	4
ENSGALG00000034560	ENSGALG00000034560.3	SCARF2		protein_coding	15
ENSGALG00000033877	ENSGALG00000033877.2	KANSL2		protein_coding	33
ENSGALG00000027421	ENSGALG00000027421.2			misc_RNA	2
ENSGALG00000007728	ENSGALG00000007728.5			protein_coding	15
ENSGALG00000035903	ENSGALG00000035903.2	FAM46A		protein_coding	3
ENSGALG00000006073	ENSGALG00000006073.6	NDUFAB1		protein_coding	14
ENSGALG00000030096	ENSGALG00000030096.2			protein_coding	21
ENSGALG00000040156	ENSGALG00000040156.2	CCDC88C		protein_coding	5
ENSGALG00000007131	ENSGALG00000007131.7			protein_coding	4
ENSGALG00000000783	ENSGALG00000000783.7	PTAFR		protein_coding	23
ENSGALG00000011175	ENSGALG00000011175.7	TMEM150C		protein_coding	4
ENSGALG00000041556	ENSGALG00000041556.2	GPATCH8		protein_coding	27
ENSGALG00000034351	ENSGALG00000034351.2			snoRNA	33
ENSGALG00000007732	ENSGALG00000007732.6	RTN4R		protein_coding	15
ENSGALG00000006078	ENSGALG00000006078.6	PALB2		protein_coding	14
ENSGALG00000002739	ENSGALG00000002739.5	INPP5K		protein_coding	19
ENSGALG00000037656	ENSGALG00000037656.2	NECAP1		protein_coding	1
ENSGALG00000004097	ENSGALG00000004097.6	LRRC38		protein_coding	21
ENSGALG00000053904	ENSGALG00000053904.1			miRNA	15
ENSGALG00000002957	ENSGALG00000002957.6			pseudogene	11
ENSGALG00000047072	ENSGALG00000047072.1			protein_coding	4
ENSGALG00000047646	ENSGALG00000047646.1	CCNT1		protein_coding	33
ENSGALG00000029150	ENSGALG00000029150.4	AK1		protein_coding	17
ENSGALG00000040702	ENSGALG00000040702.2	BCKDHB		protein_coding	3
ENSGALG00000011172	ENSGALG00000011172.6			protein_coding	7
ENSGALG00000013920	ENSGALG00000013920.4	SUV39H2		protein_coding	1
ENSGALG00000000790	ENSGALG00000000790.7	DNAJC8		protein_coding	23
ENSGALG00000022827	ENSGALG00000022827.4			protein_coding	2
ENSGALG00000007758	ENSGALG00000007758.6	OSBP2		protein_coding	15
ENSGALG00000015419	ENSGALG00000015419.5	PENK		protein_coding	2
ENSGALG00000021598	ENSGALG00000021598.5			protein_coding	21
ENSGALG00000050760	ENSGALG00000050760.1	ADCY6		protein_coding	33
ENSGALG00000007151	ENSGALG00000007151.6			protein_coding	4
ENSGALG00000006088	ENSGALG00000006088.7	DCTN5		protein_coding	14
ENSGALG00000014971	ENSGALG00000014971.6	SLC2A9		protein_coding	4
ENSGALG00000016258	ENSGALG00000016258.7	SYTL5		protein_coding	1
ENSGALG00000041573	ENSGALG00000041573.3	BPNT2		protein_coding	2
ENSGALG00000028331	ENSGALG00000028331.2	gga-mir-6573		miRNA	27
ENSGALG00000011178	ENSGALG00000011178.7	ENOPH1		protein_coding	4
ENSGALG00000023806	ENSGALG00000023806.4	PITPNA		protein_coding	19
ENSGALG00000050964	ENSGALG00000050964.1			protein_coding	5
ENSGALG00000010116	ENSGALG00000010116.6	DNAH8		protein_coding	3
ENSGALG00000038672	ENSGALG00000038672.3			protein_coding	23
ENSGALG00000005321	ENSGALG00000005321.6	LAMA5		protein_coding	20
ENSGALG00000048325	ENSGALG00000048325.1	GBP		protein_coding	12
ENSGALG00000054766	ENSGALG00000054766.1	ITGA2B		protein_coding	27
ENSGALG00000049664	ENSGALG00000049664.1			protein_coding	21
ENSGALG00000035065	ENSGALG00000035065.2	FAM110B		protein_coding	2
ENSGALG00000015874	ENSGALG00000015874.6	TTK		protein_coding	3
ENSGALG00000007157	ENSGALG00000007157.6	TENT5D		protein_coding	4
ENSGALG00000005105	ENSGALG00000005105.6	TPR		protein_coding	8
ENSGALG00000014975	ENSGALG00000014975.7	DRD5		protein_coding	4
ENSGALG00000040415	ENSGALG00000040415.2			protein_coding	5
ENSGALG00000007145	ENSGALG00000007145.6	ITGB1		protein_coding	2
ENSGALG00000014329	ENSGALG00000014329.6	FOXJ2		protein_coding	1
ENSGALG00000041400	ENSGALG00000041400.3			protein_coding	21
ENSGALG00000012285	ENSGALG00000012285.6	BAIAP2L2		protein_coding	1
ENSGALG00000044085	ENSGALG00000044085.2	IQCJ		protein_coding	9
ENSGALG00000007160	ENSGALG00000007160.6			protein_coding	4
ENSGALG00000050887	ENSGALG00000050887.1	CACNB3		protein_coding	33
ENSGALG00000011224	ENSGALG00000011224.6	SLC4A3		protein_coding	7
ENSGALG00000000451	ENSGALG00000000451.6	MEIG1		protein_coding	1
ENSGALG00000015257	ENSGALG00000015257.6	GIN1		protein_coding	Z
ENSGALG00000030585	ENSGALG00000030585.2	UBXN2B		protein_coding	2
ENSGALG00000047800	ENSGALG00000047800.1			protein_coding	27
ENSGALG00000006110	ENSGALG00000006110.7	PLK1		protein_coding	14
ENSGALG00000051690	ENSGALG00000051690.1			miRNA	1
ENSGALG00000044962	ENSGALG00000044962.2			protein_coding	21
ENSGALG00000049293	ENSGALG00000049293.1			protein_coding	27
ENSGALG00000010734	ENSGALG00000010734.6	PPP4R3A		protein_coding	5
ENSGALG00000037307	ENSGALG00000037307.2	IQCD		protein_coding	15
ENSGALG00000032307	ENSGALG00000032307.2	DDX23		protein_coding	33
ENSGALG00000033530	ENSGALG00000033530.2	GRN		protein_coding	27
ENSGALG00000025400	ENSGALG00000025400.2	gga-mir-1759		miRNA	2
ENSGALG00000025379	ENSGALG00000025379.2	gga-mir-1712		miRNA	3
ENSGALG00000051213	ENSGALG00000051213.1	DUSP21		protein_coding	15
ENSGALG00000030356	ENSGALG00000030356.3	OTOP1		protein_coding	4
ENSGALG00000049369	ENSGALG00000049369.1			protein_coding	5
ENSGALG00000037925	ENSGALG00000037925.2	RND1		protein_coding	33
ENSGALG00000012735	ENSGALG00000012735.7	EDN1		protein_coding	2
ENSGALG00000006633	ENSGALG00000006633.5	TMEM243		protein_coding	1
ENSGALG00000018260	ENSGALG00000018260.2	gga-mir-138-2		miRNA	11
ENSGALG00000049875	ENSGALG00000049875.1			protein_coding	15
ENSGALG00000033515	ENSGALG00000033515.2	STK11IP		protein_coding	7
ENSGALG00000030376	ENSGALG00000030376.3	DHRS3		protein_coding	21
ENSGALG00000007234	ENSGALG00000007234.6	CLCN5		protein_coding	4
ENSGALG00000031762	ENSGALG00000031762.2	TMEM98		protein_coding	27
ENSGALG00000030917	ENSGALG00000030917.2	CCDC65		protein_coding	33
ENSGALG00000009593	ENSGALG00000009593.6	MFSD1		protein_coding	9
ENSGALG00000050491	ENSGALG00000050491.1	SLC35E4		protein_coding	15
ENSGALG00000015876	ENSGALG00000015876.6	ELOVL4		protein_coding	3
ENSGALG00000010738	ENSGALG00000010738.7	TC2N		protein_coding	5
ENSGALG00000002486	ENSGALG00000002486.6	RNF123		protein_coding	12
ENSGALG00000048285	ENSGALG00000048285.1	TCN2		protein_coding	15
ENSGALG00000035060	ENSGALG00000035060.2	FKBP11		protein_coding	33
ENSGALG00000003010	ENSGALG00000003010.7	NUP93		protein_coding	11
ENSGALG00000012739	ENSGALG00000012739.7	HIVEP1		protein_coding	2
ENSGALG00000041823	ENSGALG00000041823.2	PICK1		protein_coding	1
ENSGALG00000014992	ENSGALG00000014992.7	TMEM128		protein_coding	4
ENSGALG00000048165	ENSGALG00000048165.1			protein_coding	33
ENSGALG00000044230	ENSGALG00000044230.2	ARHGAP27		protein_coding	27
ENSGALG00000030844	ENSGALG00000030844.3	DMTF1		protein_coding	1
ENSGALG00000053547	ENSGALG00000053547.1			protein_coding	1
ENSGALG00000007778	ENSGALG00000007778.7	PES1		protein_coding	15
ENSGALG00000053885	ENSGALG00000053885.1			protein_coding	8
ENSGALG00000015256	ENSGALG00000015256.6	PAM		protein_coding	Z
ENSGALG00000051922	ENSGALG00000051922.1			pseudogene	5
ENSGALG00000032683	ENSGALG00000032683.3	ADTRP		protein_coding	2
ENSGALG00000027592	ENSGALG00000027592.3	ERN2		pseudogene	14
ENSGALG00000015877	ENSGALG00000015877.7	SH3BGRL2		protein_coding	3
ENSGALG00000033039	ENSGALG00000033039.2	ENG		protein_coding	17
ENSGALG00000015000	ENSGALG00000015000.7	LYAR		protein_coding	4
ENSGALG00000043009	ENSGALG00000043009.2	WNT1		protein_coding	33
ENSGALG00000010747	ENSGALG00000010747.7	FBLN5		protein_coding	5
ENSGALG00000049299	ENSGALG00000049299.1	TMEM170B		protein_coding	2
ENSGALG00000016265	ENSGALG00000016265.6	LANCL3		protein_coding	1
ENSGALG00000025353	ENSGALG00000025353.2	gga-mir-1804		miRNA	4
ENSGALG00000015878	ENSGALG00000015878.6	LCA5		protein_coding	3
ENSGALG00000027772	ENSGALG00000027772.3	NANOG		protein_coding	1
ENSGALG00000018256	ENSGALG00000018256.2	gga-mir-190a		miRNA	10
ENSGALG00000007169	ENSGALG00000007169.6	EPC1		protein_coding	2
ENSGALG00000003644	ENSGALG00000003644.6			protein_coding	10
ENSGALG00000016266	ENSGALG00000016266.6	PRRG1		protein_coding	1
ENSGALG00000012747	ENSGALG00000012747.7	NEDD9		protein_coding	2
ENSGALG00000006117	ENSGALG00000006117.7	UBFD1		protein_coding	14
ENSGALG00000015009	ENSGALG00000015009.7	ZBTB49		protein_coding	4
ENSGALG00000046983	ENSGALG00000046983.1			protein_coding	33
ENSGALG00000043018	ENSGALG00000043018.2	DLG5		protein_coding	6
ENSGALG00000025176	ENSGALG00000025176.2	gga-mir-1768		miRNA	2
ENSGALG00000007781	ENSGALG00000007781.6	GAL3ST1		protein_coding	15
ENSGALG00000033788	ENSGALG00000033788.2			misc_RNA	1
ENSGALG00000038692	ENSGALG00000038692.2	GR42L6		pseudogene	33
ENSGALG00000047320	ENSGALG00000047320.1	MFAP5		protein_coding	1
ENSGALG00000012293	ENSGALG00000012293.5	C22orf23		protein_coding	1
ENSGALG00000041222	ENSGALG00000041222.3	CYP7A1		protein_coding	2
ENSGALG00000006122	ENSGALG00000006122.6	EARS2		protein_coding	14
ENSGALG00000049511	ENSGALG00000049511.1	AMIGO3		protein_coding	12
ENSGALG00000019570	ENSGALG00000019570.5	C1orf145		protein_coding	2
ENSGALG00000040371	ENSGALG00000040371.2			protein_coding	5
ENSGALG00000038952	ENSGALG00000038952.2	MTFP1		protein_coding	15
ENSGALG00000042460	ENSGALG00000042460.3	FPGS		protein_coding	17
ENSGALG00000007215	ENSGALG00000007215.6	KIF5B		protein_coding	2
ENSGALG00000051097	ENSGALG00000051097.1			protein_coding	Z
ENSGALG00000015010	ENSGALG00000015010.4	NSG1		protein_coding	4
ENSGALG00000030324	ENSGALG00000030324.2	ELAPOR2		protein_coding	1
ENSGALG00000053956	ENSGALG00000053956.1			miRNA	2
ENSGALG00000011190	ENSGALG00000011190.6	PLAC8		protein_coding	4
ENSGALG00000002500	ENSGALG00000002500.7	GMPPB		protein_coding	12
ENSGALG00000040184	ENSGALG00000040184.2	RIMKLB		protein_coding	1
ENSGALG00000042929	ENSGALG00000042929.2			protein_coding	7
ENSGALG00000026768	ENSGALG00000026768.3	SLCO4C1		protein_coding	Z
ENSGALG00000000820	ENSGALG00000000820.4			protein_coding	23
ENSGALG00000035576	ENSGALG00000035576.2	CDK9		protein_coding	17
ENSGALG00000044662	ENSGALG00000044662.2			protein_coding	33
ENSGALG00000047479	ENSGALG00000047479.1			protein_coding	14
ENSGALG00000053243	ENSGALG00000053243.1			pseudogene	15
ENSGALG00000012748	ENSGALG00000012748.6	ELOVL2		protein_coding	2
ENSGALG00000010763	ENSGALG00000010763.6	TRIP11		protein_coding	5
ENSGALG00000025858	ENSGALG00000025858.3	LUZP1		protein_coding	23
ENSGALG00000041294	ENSGALG00000041294.2	COQ2		protein_coding	4
ENSGALG00000042415	ENSGALG00000042415.3	BBS2		protein_coding	11
ENSGALG00000012265	ENSGALG00000012265.7	MICALL1		protein_coding	1
ENSGALG00000033469	ENSGALG00000033469.2	KDM1A		protein_coding	23
ENSGALG00000050720	ENSGALG00000050720.1			protein_coding	1
ENSGALG00000054770	ENSGALG00000054770.1	INHA		protein_coding	7
ENSGALG00000051008	ENSGALG00000051008.1			protein_coding	15
ENSGALG00000006140	ENSGALG00000006140.7			protein_coding	14
ENSGALG00000002783	ENSGALG00000002783.6	SLC43A2		protein_coding	19
ENSGALG00000005338	ENSGALG00000005338.7	RPS21		protein_coding	20
ENSGALG00000011203	ENSGALG00000011203.6	HPSE		protein_coding	4
ENSGALG00000047878	ENSGALG00000047878.1			protein_coding	27
ENSGALG00000007254	ENSGALG00000007254.6	ARHGAP12		protein_coding	2
ENSGALG00000015012	ENSGALG00000015012.7	STX18		protein_coding	4
ENSGALG00000007840	ENSGALG00000007840.6			pseudogene	15
ENSGALG00000002510	ENSGALG00000002510.6	IP6K1		protein_coding	12
ENSGALG00000034029	ENSGALG00000034029.2	FBXO3		protein_coding	5
ENSGALG00000011242	ENSGALG00000011242.6	OBSL1		protein_coding	7
ENSGALG00000026203	ENSGALG00000026203.3	FAM174A		protein_coding	Z
ENSGALG00000016268	ENSGALG00000016268.7			protein_coding	1
ENSGALG00000005345	ENSGALG00000005345.6	CABLES2		protein_coding	20
ENSGALG00000017032	ENSGALG00000017032.6	SLC25A15		protein_coding	1
ENSGALG00000009634	ENSGALG00000009634.7	GFM1		protein_coding	9
ENSGALG00000050026	ENSGALG00000050026.1			pseudogene	19
ENSGALG00000005036	ENSGALG00000005036.7	SH2D3C		protein_coding	17
ENSGALG00000000855	ENSGALG00000000855.7	ZMPSTE24		protein_coding	23
ENSGALG00000036447	ENSGALG00000036447.2			protein_coding	1
ENSGALG00000015889	ENSGALG00000015889.6	PHIP		protein_coding	3
ENSGALG00000006156	ENSGALG00000006156.7	COG7		protein_coding	14
ENSGALG00000018803	ENSGALG00000018803.6	TMEM198		protein_coding	7
ENSGALG00000047648	ENSGALG00000047648.1			protein_coding	33
ENSGALG00000011208	ENSGALG00000011208.5	HELQ		protein_coding	4
ENSGALG00000054583	ENSGALG00000054583.1	CDHR4		protein_coding	12
ENSGALG00000045938	ENSGALG00000045938.2	RBBP8NL		protein_coding	20
ENSGALG00000026424	ENSGALG00000026424.4	TOR2A		protein_coding	17
ENSGALG00000032915	ENSGALG00000032915.3			protein_coding	7
ENSGALG00000015015	ENSGALG00000015015.5	CYTL1		protein_coding	4
ENSGALG00000050083	ENSGALG00000050083.1	SYCP2L		protein_coding	2
ENSGALG00000003071	ENSGALG00000003071.6	OGFOD1		protein_coding	11
ENSGALG00000038256	ENSGALG00000038256.3			protein_coding	33
ENSGALG00000000862	ENSGALG00000000862.6	RLF		protein_coding	23
ENSGALG00000051209	ENSGALG00000051209.1			protein_coding	1
ENSGALG00000007242	ENSGALG00000007242.6	SLITRK4		protein_coding	4
ENSGALG00000009651	ENSGALG00000009651.7	LXN		protein_coding	9
ENSGALG00000053241	ENSGALG00000053241.1			protein_coding	7
ENSGALG00000045436	ENSGALG00000045436.2			protein_coding	17
ENSGALG00000025790	ENSGALG00000025790.2			misc_RNA	4
ENSGALG00000006576	ENSGALG00000006576.6	GRM3		protein_coding	1
ENSGALG00000023191	ENSGALG00000023191.5	MRPS18C		protein_coding	4
ENSGALG00000047859	ENSGALG00000047859.1	TSPAN31		protein_coding	33
ENSGALG00000002843	ENSGALG00000002843.7	RILP		protein_coding	19
ENSGALG00000031129	ENSGALG00000031129.2	HMCN1		protein_coding	8
ENSGALG00000011250	ENSGALG00000011250.6	ASIC4		protein_coding	7
ENSGALG00000036263	ENSGALG00000036263.2			protein_coding	12
ENSGALG00000003084	ENSGALG00000003084.5	NUDT21		protein_coding	11
ENSGALG00000040925	ENSGALG00000040925.3	RNF215		protein_coding	15
ENSGALG00000047581	ENSGALG00000047581.1			protein_coding	33
ENSGALG00000012299	ENSGALG00000012299.5	ANKRD54		protein_coding	1
ENSGALG00000025286	ENSGALG00000025286.2	gga-mir-1750		miRNA	4
ENSGALG00000034910	ENSGALG00000034910.2	ZDHHC18		protein_coding	23
ENSGALG00000009654	ENSGALG00000009654.7			protein_coding	9
ENSGALG00000018292	ENSGALG00000018292.2	gga-mir-1a-1		miRNA	20
ENSGALG00000002578	ENSGALG00000002578.7			protein_coding	Z
ENSGALG00000050845	ENSGALG00000050845.1			protein_coding	12
ENSGALG00000000251	ENSGALG00000000251.2	CD79B		protein_coding	27
ENSGALG00000025555	ENSGALG00000025555.2	gga-mir-1773		miRNA	20
ENSGALG00000029510	ENSGALG00000029510.2	STK32B		protein_coding	4
ENSGALG00000054682	ENSGALG00000054682.1			protein_coding	1
ENSGALG00000004986	ENSGALG00000004986.8	CERCAM		protein_coding	17
ENSGALG00000018293	ENSGALG00000018293.2	gga-mir-133a-2		miRNA	20
ENSGALG00000002943	ENSGALG00000002943.6	PRPF8		protein_coding	19
ENSGALG00000028537	ENSGALG00000028537.4	NDUFB1		protein_coding	5
ENSGALG00000050865	ENSGALG00000050865.1			protein_coding	33
ENSGALG00000011252	ENSGALG00000011252.6			protein_coding	7
ENSGALG00000025783	ENSGALG00000025783.2			misc_RNA	3
ENSGALG00000021340	ENSGALG00000021340.6	CA9		protein_coding	Z
ENSGALG00000025861	ENSGALG00000025861.2	gga-mir-6670		miRNA	3
ENSGALG00000007907	ENSGALG00000007907.7	CCDC157		protein_coding	15
ENSGALG00000005460	ENSGALG00000005460.7	SLCO4A1		protein_coding	20
ENSGALG00000003107	ENSGALG00000003107.6	AMFR		protein_coding	11
ENSGALG00000052883	ENSGALG00000052883.1			protein_coding	1
ENSGALG00000044668	ENSGALG00000044668.2			protein_coding	3
ENSGALG00000009669	ENSGALG00000009669.6	RSRC1		protein_coding	9
ENSGALG00000017033	ENSGALG00000017033.6	MRPS31		protein_coding	1
ENSGALG00000043256	ENSGALG00000043256.2			protein_coding	4
ENSGALG00000006202	ENSGALG00000006202.6	SCNN1B		protein_coding	14
ENSGALG00000002417	ENSGALG00000002417.6	GMPPA		protein_coding	7
ENSGALG00000054550	ENSGALG00000054550.1			protein_coding	1
ENSGALG00000010127	ENSGALG00000010127.7	GLO1		protein_coding	3
ENSGALG00000007937	ENSGALG00000007937.5	SF3A1		protein_coding	15
ENSGALG00000039728	ENSGALG00000039728.2	SHOX2		protein_coding	9
ENSGALG00000029892	ENSGALG00000029892.2	LMO2		protein_coding	5
ENSGALG00000049672	ENSGALG00000049672.1			protein_coding	33
ENSGALG00000052583	ENSGALG00000052583.1			protein_coding	1
ENSGALG00000015892	ENSGALG00000015892.5	IRAK1BP1		protein_coding	3
ENSGALG00000018278	ENSGALG00000018278.3	gga-mir-219b		miRNA	17
ENSGALG00000003163	ENSGALG00000003163.6	GNAO1		protein_coding	11
ENSGALG00000028115	ENSGALG00000028115.3	SFN		protein_coding	23
ENSGALG00000048976	ENSGALG00000048976.1			protein_coding	2
ENSGALG00000012307	ENSGALG00000012307.5	GALR3		protein_coding	1
ENSGALG00000006270	ENSGALG00000006270.6	SCNN1G		protein_coding	14
ENSGALG00000050861	ENSGALG00000050861.1			miRNA	4
ENSGALG00000004971	ENSGALG00000004971.4	URM1		protein_coding	17
ENSGALG00000036089	ENSGALG00000036089.2	NICN1		protein_coding	12
ENSGALG00000027909	ENSGALG00000027909.3	GPN2		protein_coding	23
ENSGALG00000012768	ENSGALG00000012768.5	GCM2		protein_coding	2
ENSGALG00000010131	ENSGALG00000010131.6	BTBD9		protein_coding	3
ENSGALG00000019312	ENSGALG00000019312.3			protein_coding	1
ENSGALG00000047480	ENSGALG00000047480.1			protein_coding	1
ENSGALG00000007269	ENSGALG00000007269.6	GABRA3		protein_coding	4
ENSGALG00000005524	ENSGALG00000005524.5	NTSR1		protein_coding	20
ENSGALG00000007266	ENSGALG00000007266.6	ZNF438		protein_coding	2
ENSGALG00000037611	ENSGALG00000037611.2			protein_coding	Z
ENSGALG00000012312	ENSGALG00000012312.7	GCAT		protein_coding	1
ENSGALG00000052382	ENSGALG00000052382.1	gga-mir-12234		miRNA	19
ENSGALG00000053275	ENSGALG00000053275.1			protein_coding	2
ENSGALG00000010783	ENSGALG00000010783.4	CPSF2		protein_coding	5
ENSGALG00000004965	ENSGALG00000004965.6	SLC27A4		protein_coding	17
ENSGALG00000005531	ENSGALG00000005531.7	MRGBP		protein_coding	20
ENSGALG00000037784	ENSGALG00000037784.2	DAG1		protein_coding	12
ENSGALG00000021592	ENSGALG00000021592.6	TLCD2		protein_coding	19
ENSGALG00000034427	ENSGALG00000034427.2	SCN4A		protein_coding	27
ENSGALG00000020626	ENSGALG00000020626.5			protein_coding	9
ENSGALG00000041938	ENSGALG00000041938.2	MEI4		protein_coding	3
ENSGALG00000012770	ENSGALG00000012770.6			protein_coding	2
ENSGALG00000048630	ENSGALG00000048630.1	gga-mir-12230		miRNA	17
ENSGALG00000053661	ENSGALG00000053661.1			miRNA	4
ENSGALG00000043198	ENSGALG00000043198.2			protein_coding	7
ENSGALG00000014252	ENSGALG00000014252.7			protein_coding	1
ENSGALG00000004927	ENSGALG00000004927.7	COQ4		protein_coding	17
ENSGALG00000017035	ENSGALG00000017035.6	COG6		protein_coding	1
ENSGALG00000023787	ENSGALG00000023787.4			protein_coding	19
ENSGALG00000014573	ENSGALG00000014573.6	NAT10		protein_coding	5
ENSGALG00000006286	ENSGALG00000006286.6	USP31		protein_coding	14
ENSGALG00000003169	ENSGALG00000003169.7	CBFB		protein_coding	11
ENSGALG00000000887	ENSGALG00000000887.5	NR0B2		protein_coding	23
ENSGALG00000051604	ENSGALG00000051604.1			protein_coding	9
ENSGALG00000051398	ENSGALG00000051398.1			protein_coding	2
ENSGALG00000004920	ENSGALG00000004920.6	TRUB2		protein_coding	17
ENSGALG00000050386	ENSGALG00000050386.1			pseudogene	1
ENSGALG00000000895	ENSGALG00000000895.6	NUDC		protein_coding	23
ENSGALG00000024507	ENSGALG00000024507.2	gga-mir-22		miRNA	19
ENSGALG00000005609	ENSGALG00000005609.6	OGFR		protein_coding	20
ENSGALG00000014263	ENSGALG00000014263.6	PHC1		protein_coding	1
ENSGALG00000048035	ENSGALG00000048035.1	GCNT2		protein_coding	2
ENSGALG00000032545	ENSGALG00000032545.2	NKX6-1		protein_coding	4
ENSGALG00000047230	ENSGALG00000047230.1	SWI5		protein_coding	17
ENSGALG00000047475	ENSGALG00000047475.1	HS3ST2		protein_coding	14
ENSGALG00000051848	ENSGALG00000051848.1	KIF5A		protein_coding	33
ENSGALG00000010793	ENSGALG00000010793.7	SLC24A4		protein_coding	5
ENSGALG00000038838	ENSGALG00000038838.2	NSMAF		protein_coding	2
ENSGALG00000026822	ENSGALG00000026822.3	WDR81		protein_coding	19
ENSGALG00000009682	ENSGALG00000009682.5	VEPH1		protein_coding	9
ENSGALG00000007954	ENSGALG00000007954.6			protein_coding	15
ENSGALG00000015895	ENSGALG00000015895.4	HTR1B		protein_coding	3
ENSGALG00000053978	ENSGALG00000053978.1			miRNA	14
ENSGALG00000027298	ENSGALG00000027298.2	gga-mir-6633		miRNA	3
ENSGALG00000010806	ENSGALG00000010806.6	RIN3		protein_coding	5
ENSGALG00000011227	ENSGALG00000011227.6	CDS1		protein_coding	4
ENSGALG00000050899	ENSGALG00000050899.1			pseudogene	4
ENSGALG00000009699	ENSGALG00000009699.6	CCNL1		protein_coding	9
ENSGALG00000047908	ENSGALG00000047908.1	ZFAND3		protein_coding	3
ENSGALG00000007282	ENSGALG00000007282.6	CNGA2		protein_coding	4
ENSGALG00000005628	ENSGALG00000005628.5	COL9A3		protein_coding	20
ENSGALG00000033303	ENSGALG00000033303.2			protein_coding	12
ENSGALG00000002605	ENSGALG00000002605.5	MRPL17		protein_coding	Z
ENSGALG00000006290	ENSGALG00000006290.6	HS3ST4		protein_coding	14
ENSGALG00000031681	ENSGALG00000031681.3	M6PR		protein_coding	1
ENSGALG00000000902	ENSGALG00000000902.7	KDF1		protein_coding	23
ENSGALG00000052396	ENSGALG00000052396.1			protein_coding	5
ENSGALG00000047144	ENSGALG00000047144.1			protein_coding	2
